timestamp,anomaly_alerts,UNIX_NETWORK@SPS,JVM@HIST,JVM@SPS,JVM@CONF,CENTOS@HIST,CENTOS@SPS,details
0.0,2,0,0,0,2,0,0,ConfidenceIntervalChecker@SystemCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|
1.0,6,4,0,1,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|
2.0,4,3,0,1,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|
3.0,5,2,0,0,0,1,2,HistoricalIndicatorChecker@CPU I/O Wait Processes|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Buffers|SPSDetector@Activated Virtual Pages|
4.0,10,3,2,0,2,1,2,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@CPU I/O Wait Processes|SPSDetector@Tcp_Syn|SPSDetector@Buffers|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
5.0,6,1,2,0,2,0,1,SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
6.0,3,2,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|
7.0,4,3,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|
8.0,3,2,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|
9.0,1,1,0,0,0,0,0,SPSDetector@Tcp_Listen|
10.0,5,4,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|
11.0,4,4,0,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|
12.0,4,3,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Buffers|
13.0,3,2,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Buffers|
14.0,1,0,0,0,0,0,1,SPSDetector@Buffers|
15.0,4,0,2,0,2,0,0,HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
16.0,0,0,0,0,0,0,0,
