timestamp,anomaly_alerts,UNIX_NETWORK@SPS,JVM@HIST,JVM@SPS,JVM@CONF,CENTOS@HIST,CENTOS@SPS,details
0.0,2,0,0,0,2,0,0,ConfidenceIntervalChecker@SystemCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|
1.0,6,4,0,1,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|
2.0,5,3,0,1,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|
3.0,6,1,2,0,2,1,0,HistoricalIndicatorChecker@CPU I/O Wait Processes|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
4.0,6,2,2,0,2,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
5.0,3,2,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|
6.0,4,2,0,0,0,0,2,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Buffers|SPSDetector@Activated Virtual Pages|
7.0,2,1,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Buffers|
8.0,0,0,0,0,0,0,0,
9.0,5,4,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|
10.0,5,4,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Buffers|
11.0,3,2,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Buffers|
12.0,2,1,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Buffers|
13.0,3,2,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Buffers|
14.0,0,0,0,0,0,0,0,
15.0,4,0,2,0,2,0,0,HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
16.0,0,0,0,0,0,0,0,
17.0,4,0,2,0,2,0,0,HistoricalIndicatorChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|ConfidenceIntervalChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
18.0,0,0,0,0,0,0,0,
19.0,0,0,0,0,0,0,0,
20.0,0,0,0,0,0,0,0,
21.0,2,1,0,0,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@PageOut|
